Institution Index,Institution,Last Name,First Name,Ph.D. Graduation Year,Ph.D. Graduate School,Research Interest,H-index,Citations,Publications,Publications Divided by Co-authors
552,Zhejiang University,Dong,Wei,2010,Zhejiang University,"Mobile computing,Human-computer interaction,Embedded & real-time systems",10,496,7,1.5
552,Zhejiang University,Weng,Yanlin,2008,University of Wisconsin - Milwaukee,Computer graphics,12,1303,7,1.4
552,Zhejiang University,Zheng,Xiaolin,2004,Zhejiang University,Artificial intelligence,20,1340,7,1.6
552,Zhejiang University,Zheng,Youyi,2011,The Hong Kong University of Science and Technology,Computer graphics,17,1283,7,1.3
552,Zhejiang University,Lu,Weiming,2009,Zhejiang University,Artificial intelligence,12,491,6,1.1
552,Zhejiang University,Jin,Xiaogang,1995,Zhejiang University,"Computer graphics,Robotics",30,3399,6,1
552,Zhejiang University,Ren,Zhong,2007,Zhejiang University,Computer graphics,12,645,6,1.1
552,Zhejiang University,Li,Shijian,2006,Zhejiang University,Human-computer interaction,31,4316,6,1.3
552,Zhejiang University,Lin,Feng,2015,Tennessee Technological University,Mobile computing,17,1510,5,0.8
552,Zhejiang University,Gao,Yi,2014,Zhejiang University,Mobile computing,14,892,5,0.9
552,Zhejiang University,Qin,Zhan,2017,University at Buffalo,Computer security,19,1853,5,0.7
552,Zhejiang University,Shen,Wenbo,2015,University of North Carolina,Computer security,13,669,5,0.9
552,Zhejiang University,Wang,Donghui,,,"Artificial intelligence,Computer vision",12,771,5,1.3
552,Zhejiang University,Jiang,Dawei,2008,Southeast University,Databases,12,1443,4,0.8
552,Zhejiang University,Pan,Yunhe,1981,Zhejiang University,Artificial intelligence,25,2797,4,1
552,Zhejiang University,Wei,Baogang,1997,Northwestern Polytechnical University,Robotics,3,32,4,1.2
552,Zhejiang University,Xu,Duanqing,2003,Zhejiang University,Computer vision,7,251,4,1.1
552,Zhejiang University,Tang,Min,1999,Zhejiang University,Computer graphics,24,2198,3,0.6
552,Zhejiang University,Geng,Weidong,1995,Zhejiang University,Computer vision,13,810,3,0.6
552,Zhejiang University,Lu,Dongming,1994,Zhejiang University,Computer vision,5,71,3,0.5
552,Zhejiang University,Tang,Yongchuan,2003,Southwest Jiaotong University,Artificial intelligence,18,1128,3,0.8
552,Zhejiang University,Chen,Xiang,2012,Zhejiang University,Computer graphics,11,705,2,0.4
552,Zhejiang University,Wang,Xinyu,2007,Zhejiang University,Software engineering,24,1990,2,0.4
552,Zhejiang University,Liu,Jian,2018,Aalto University,Computer security,10,628,2,0.6
552,Zhejiang University,Chen,Wenzhi,,,Computer security,14,570,2,0.4
552,Zhejiang University,Tong,Ruofeng,1996,Zhejiang University,Computer graphics,24,2046,2,0.5
552,Zhejiang University,Yin,Jianwei,2001,Zhejiang University,Artificial intelligence,27,3090,2,0.3
552,Zhejiang University,Ying,Fangtian,,,Human-computer interaction,6,112,2,0.3
552,Zhejiang University,Zhang,Bingsheng,,,Computer security,17,1034,2,0.7
552,Zhejiang University,Wu,Jian,,Zhejiang University,Artificial intelligence,29,3248,1,0.1
552,Zhejiang University,Lin,Hai,,,Computer graphics,26,3501,1,0.2
552,Zhejiang University,Chen,Deren,,,Software engineering,13,587,1,0.2
552,Zhejiang University,He,Qinming,,,Computer security,14,630,1,0.2
552,Zhejiang University,Jiang,Xiaohong,,,Operating systems,27,3640,1,0.1
552,Zhejiang University,Tao,Yubo,2009,Zhejiang University,Visualization,9,356,1,0.2
552,Zhejiang University,Wu,Chunming,1995,Zhejiang University,Computer networks,12,550,1,0.1
552,Zhejiang University,Yao,Min,1995,Zhejiang University,Operating systems,39,6714,1,0.2
552,Zhejiang University,Zhang,Kejun,2010,Zhejiang University,Artificial intelligence,26,3314,1,0.5
144,Israel Institute of Technology,Mannor,Shie,2002,Israel Institute of Technology,Machine learning & data mining,60,16193,88,29.9
144,Israel Institute of Technology,Tennenholtz,Moshe,1991,Weizmann Institute of Science,"Artificial intelligence,Economics & computation",53,10853,88,35.8
144,Israel Institute of Technology,Ishai,Yuval,1999,Israel Institute of Technology,Cryptography,60,12144,84,24.1
144,Israel Institute of Technology,Kushilevitz,Eyal,1991,Israel Institute of Technology,Algorithms & complexity,54,16148,64,21.7
144,Israel Institute of Technology,Naor,Joseph,1987,Hebrew University of Jerusalem,Algorithms & complexity,59,14002,61,18.9
144,Israel Institute of Technology,Crammer,Koby,2004,Hebrew University of Jerusalem,Machine learning & data mining,42,15737,46,17.1
144,Israel Institute of Technology,Rivlin,Ehud,1993,University of Maryland - College Park,Robotics,42,10217,42,14
144,Israel Institute of Technology,Reichart,Roi,2010,Hebrew University of Jerusalem,Natural language processing,25,3331,39,13.4
144,Israel Institute of Technology,Ben-Sasson,Eli,2001,Hebrew University of Jerusalem,Algorithms & complexity,35,6239,33,11.6
144,Israel Institute of Technology,Yahav,Eran,2004,Tel Aviv University,Programming languages,41,5651,33,11.5
144,Israel Institute of Technology,Markovitch,Shaul,1989,University of Michigan,Artificial intelligence,37,8772,32,13.7
144,Israel Institute of Technology,Schechner,Yoav,1999,Israel Institute of Technology,Computer vision,42,8428,31,11.8
144,Israel Institute of Technology,Hazan,Tamir,2009,Hebrew University of Jerusalem,"Machine learning & data mining,Computer vision",23,2652,30,9.5
144,Israel Institute of Technology,Schuster,Assaf,1991,Hebrew University of Jerusalem,"Databases,Machine learning & data mining",54,8415,30,9.9
144,Israel Institute of Technology,Schwartz,Roy,2016,Hebrew University of Jerusalem,"Natural language processing,Algorithms & complexity",17,1677,30,8.2
144,Israel Institute of Technology,Lindenbaum,Michael,1990,Israel Institute of Technology,Computer vision,34,5146,29,12.1
144,Israel Institute of Technology,Zelnik-Manor,Lihi,2003,Israel Institute of Technology,Computer vision,32,8986,29,10.3
144,Israel Institute of Technology,Tal,Ayellet,1995,Princeton University,Computer vision,41,10691,27,10.3
144,Israel Institute of Technology,EI-Yaniv,Ran,1994,University of Toronto,Machine learning & data mining,40,11469,25,10
144,Israel Institute of Technology,Grumberg,Orna,1995,Israel Institute of Technology,Logic & verification,52,29027,25,9.1
144,Israel Institute of Technology,Petrank,Erez,1995,Israel Institute of Technology,"Algorithms & complexity,Programming languages,Cryptography",42,5532,25,9.7
144,Israel Institute of Technology,Tamar,Aviv,2015,Israel Institute of Technology,Machine learning & data mining,22,2918,24,6.3
144,Israel Institute of Technology,Bronstein,Alex,2007,Israel Institute of Technology,Computer vision,60,12937,23,5.8
144,Israel Institute of Technology,Kimmel,Ron,1995,Israel Institute of Technology,Computer vision,73,28760,23,7.3
144,Israel Institute of Technology,Meir,Ron,1988,Weizmann Institute of Science,Machine learning & data mining,38,5849,23,9.4
144,Israel Institute of Technology,Biham,Eli,1991,Weizmann Institute of Science,Cryptography,52,13646,21,10.1
144,Israel Institute of Technology,Ben-Chen,Mirela,2010,Israel Institute of Technology,Computer graphics,27,2485,10,3
144,Israel Institute of Technology,Bruckstein,Alfred,1984,Stanford University,Computer vision,65,266601,10,3.2
144,Israel Institute of Technology,Filmus,Yuval,2013,University of Toronto,Algorithms & complexity,18,1086,10,3.3
144,Israel Institute of Technology,Elad,Michael,1997,Israel Institute of Technology,Computer vision,85,63517,9,3.3
144,Israel Institute of Technology,Babichenko,Yakov,2012,Hebrew University of Jerusalem,"Algorithms & complexity,Economics & computation",13,469,8,3.7
144,Israel Institute of Technology,Drachsler-Cohen,Dana,2017,Israel Institute of Technology,"Computer security,Computer networks",9,786,8,1.7
144,Israel Institute of Technology,Friedman,Roy,1994,Israel Institute of Technology,"Computer networks,Databases,High-performance computing",35,4606,8,2.8
144,Israel Institute of Technology,Keidar,Idit,1998,Hebrew University of Jerusalem,"Computer architecture,Databases",42,6320,8,1.9
144,Israel Institute of Technology,Shmueli,Oded,1981,Harvard University,Databases,23,3113,8,3
144,Israel Institute of Technology,Barequet,Gill,1994,Tel Aviv University,"Algorithms & complexity,Visualization",26,2480,7,3.3
144,Israel Institute of Technology,Censor-Hillel,Keren,2010,Israel Institute of Technology,Algorithms & complexity,22,1238,7,2.6
144,Israel Institute of Technology,Cidon,Israel,1984,Israel Institute of Technology,Computer networks,56,12562,7,2.6
144,Israel Institute of Technology,Joseph,Gil,1990,Hebrew University of Jerusalem,"Programming languages,Algorithms & complexity",31,3029,7,3.5
144,Israel Institute of Technology,Monderer,Dov,1986,Tel Aviv University,"Artificial intelligence,Economics & computation",28,6929,7,3.7
144,Israel Institute of Technology,Orda,Ariel,1991,Israel Institute of Technology,"Logic & verification,Economics & computation",42,9805,7,1.8
144,Israel Institute of Technology,Raz,Danny,1996,The Weizmann Institute of Science,Algorithms & complexity,40,7207,7,2.5
144,Israel Institute of Technology,Shimkin,Nahum,1991,Israel Institute of Technology,Machine learning & data mining,31,4017,7,3
144,Israel Institute of Technology,Amir,Ofra,2016,Harvard University,Artificial intelligence,10,628,6,1.9
144,Israel Institute of Technology,Elber,Gershon,1992,University of Utah,"Computer graphics,Robotics",43,7185,5,2.1
144,Israel Institute of Technology,Eyal,Ittay,2013,Israel Institute of Technology,"Computer security,Computer networks",18,4610,5,2.1
144,Israel Institute of Technology,Shachnai,Hadas,1991,Israel Institute of Technology,Algorithms & complexity,26,2456,5,1.5
144,Israel Institute of Technology,Shlomi,Tomer,2008,Tel Aviv University,"Comp. bio & bioinformatics,Comp. bio & bioinformatics",36,7263,5,1.1
144,Israel Institute of Technology,Bar-Yehuda,Reuven,1982,Israel Institute of Technology,Algorithms & complexity,29,4136,4,1.2
144,Israel Institute of Technology,Keslassy,Isaac,2004,Stanford University,Computer networks,27,3487,4,0.7
144,Israel Institute of Technology,Makowsky,Johann,1974,Swiss Federal Institute of Technology Zurich,Algorithms & complexity,31,4109,4,2.3
144,Israel Institute of Technology,Rottenstreich,Ori,2014,Israel Institute of Technology,Computer networks,20,1324,4,1
227,Peking University,Lu,Junlin,,Peking University,,4,69,1,0.3
227,Peking University,Lu,Xiaoqing,,Shantou University,,7,266,1,0.2
227,Peking University,Ma,Xiuli,2003,Peking University,,8,267,1,0.3
227,Peking University,Sun,Yanchun,1999,Northeastern University,,9,320,1,0.2
227,Peking University,Tan,Shaohua,1987,Katholieke Universiteit Leuven,,6,146,1,0.2
227,Peking University,Wang,Hanpin,1993,Beijing Normal University,,7,181,1,0.2
227,Peking University,Wang,Lifu,,,,,,1,0.3
227,Peking University,Yang,Chun,,,,,,1,0.1
227,Peking University,Yang,Deshun,,,,7,271,1,0.3
227,Peking University,Zhang,Xinggong,,,,,,1,0.2
227,Peking University,Zhao,Haiyan,2003,University of Tokyo,,17,1601,1,0.2
144,Israel Institute of Technology,Zaks,Shumel,1979,University of Illinois at Urbana-Champaign,,29,3107,4,1
144,Israel Institute of Technology,Yaakobi,Eitan,2011,University of California - San Diego,,30,2925,4,1.3
144,Israel Institute of Technology,Segall,Adrian,1973,Stanford University,,33,4807,4,0.9
144,Israel Institute of Technology,Malah,David,1971,University of Minnesota - Minneapolis,,31,10643,4,0.9
144,Israel Institute of Technology,Levin,Asaf,,Tel Aviv University,,27,2434,3,1.3
144,Israel Institute of Technology,Kaminski,Michael,,,,5,487,3,0.6
144,Israel Institute of Technology,Dori,Dov,1988,Weizmann Institute of Science,,41,6707,3,0.7
144,Israel Institute of Technology,Cohen,Reuven,1991,Israel Institute of Technology,,37,11712,2,0.8
144,Israel Institute of Technology,Arieli,Itai,,,,9,261,1,0.5
144,Israel Institute of Technology,Roth,Ronny,1988,Israel Institute of Technology,Algorithms & complexity,26,3861,1,0.3
144,Israel Institute of Technology,Mor,Tal,,,Algorithms & complexity,30,7840,1,0.3
144,Israel Institute of Technology,Kvatinsky,Shahar,2014,Israel Institute of Technology,Computer architecture,24,3395,1,0.5
144,Israel Institute of Technology,Birk,Yitzhak,1987,Stanford University,Algorithms & complexity,19,2061,1,0.3
144,Israel Institute of Technology,Yavneh,Irad,1991,Weizmann Institute of Science,,32,3517,1,0.3
144,Israel Institute of Technology,Weiser,Uri,,University of Utah,Computer architecture,31,5384,1,0.3
144,Israel Institute of Technology,Smorodinsky,Rann,,,"Artificial intelligence,Economics & computation",16,1168,1,0.1
144,Israel Institute of Technology,Meir,Reshef,2013,Hebrew University of Jerusalem,Artificial intelligence,21,1280,21,7.3
144,Israel Institute of Technology,Kimelfeld,Benny,2008,Hebrew University of Jerusalem,Databases,27,2692,19,5.8
144,Israel Institute of Technology,Bshouty,Nader,1989,Israel Institute of Technology,Algorithms & complexity,,,18,9.3
144,Israel Institute of Technology,Fischer,Eldar,,,Algorithms & complexity,,,18,6.9
144,Israel Institute of Technology,Geiger,Dan,1990,University of California - Berkeley,Comp. bio & bioinformatics,59,20877,18,6.3
144,Israel Institute of Technology,Karpas,Erez,2012,Israel Institute of Technology,Artificial intelligence,17,1034,18,5.4
144,Israel Institute of Technology,Kurland,Oren,2006,Cornell University,The Web & information retrieval,23,2117,17,7
144,Israel Institute of Technology,Strichman,Ofer,2001,Weizmann Institute of Science,Logic & verification,37,6094,17,7
144,Israel Institute of Technology,Lavi,Ron,2004,Hebrew University of Jerusalem,"Artificial intelligence,Algorithms & complexity",19,2122,16,6
144,Israel Institute of Technology,Domshlak,Carmel,2002,Ben-Gurion University of the Negev,Artificial intelligence,36,5633,15,4.9
144,Israel Institute of Technology,Etsion,Yoav,2009,Hebrew University of Jerusalem,Computer architecture,24,2162,15,4.7
144,Israel Institute of Technology,Silberstein,Mark,2010,Israel Institute of Technology,"High-performance computing,Computer architecture,Operating systems",23,2344,15,3.4
144,Israel Institute of Technology,Tsafrir,Dan,2006,Hebrew University of Jerusalem,Computer architecture,26,3232,15,3.9
144,Israel Institute of Technology,Gotsman,Craig,1991,Hebrew University of Jerusalem,"Computer graphics,Visualization",58,10866,14,4.9
144,Israel Institute of Technology,Michaeli,Tomer,2012,Israel Institute of Technology,Computer vision,18,1671,14,5.8
144,Israel Institute of Technology,Ailon,Nir,2006,Princeton University,"Algorithms & complexity,Machine learning & data mining",27,4618,13,7.1
144,Israel Institute of Technology,Kutten,Shay,1987,Israel Institute of Technology,Algorithms & complexity,44,8677,13,3.7
144,Israel Institute of Technology,Soudry,Daniel,2013,Israel Institute of Technology,Machine learning & data mining,26,6094,13,3.7
144,Israel Institute of Technology,Pinter,Ron,1982,Massachusetts Institute of Technology,"Algorithms & complexity,Programming languages,Comp. bio & bioinformatics",32,4239,12,4.2
144,Israel Institute of Technology,Shalit,Uri,2015,Hebrew University of Jerusalem,Machine learning & data mining,15,2057,12,3.8
144,Israel Institute of Technology,Attiya,Hagit,1987,Hebrew University of Jerusalem,Algorithms & complexity,44,8609,11,3.9
144,Israel Institute of Technology,Emek,Yuval,2008,Weizmann Institute of Science,Algorithms & complexity,19,1436,11,3.7
144,Israel Institute of Technology,Gal,Avigdor,1995,Israel Institute of Technology,Artificial intelligence,38,4951,11,3.4
144,Israel Institute of Technology,Garber,Dan,2016,Israel Institute of Technology,Machine learning & data mining,13,699,11,5.3
144,Israel Institute of Technology,Levy,Kfir,2016,Israel Institute of Technology,Machine learning & data mining,14,610,11,4.4
144,Israel Institute of Technology,Moses,Yoram,1986,Stanford University,"Artificial intelligence,Algorithms & complexity",33,12324,11,4.9
461,University of Pennsylvania,Kumar,Vijay,1987,Ohio State University,Robotics,108,53218,204,64.4
461,University of Pennsylvania,Roth,Dan,1995,Harvard University,Natural language processing,79,28879,157,59.5
461,University of Pennsylvania,Daniilidis,Kostas,1992,Karlsruhe Institute of Technology,"Computer vision,Robotics",68,14399,101,33.8
461,University of Pennsylvania,Khanna,Sanjeev,1996,Stanford University,Algorithms & complexity,65,15557,86,28.2
461,University of Pennsylvania,Alur,Rajeev,1991,Stanford University,Logic & verification,89,45367,79,27.8
461,University of Pennsylvania,Kearns,Michael,1989,Harvard University,Machine learning & data mining,70,22218,78,27.2
461,University of Pennsylvania,Koditschek,Daniel,1983,Yale University,Robotics,63,20348,64,26.2
461,University of Pennsylvania,Yim,Mark,1995,Stanford University,Robotics,48,10676,60,20.2
461,University of Pennsylvania,Roth,Aaron,2010,Carnegie Mellon University,"Algorithms & complexity,Economics & computation,Machine learning & data mining",40,8511,58,17.7
461,University of Pennsylvania,Shi,Jianbo,1998,University of California - Berkeley,Computer vision,50,41698,57,20.1
461,University of Pennsylvania,Taylor,Camillo,1994,Yale University,Robotics,51,12286,56,20.8
461,University of Pennsylvania,Guha,Sudipto,2000,Stanford University,Algorithms & complexity,58,22028,50,16.4
461,University of Pennsylvania,Lee,Insup,1983,University of Wisconsin - Madison,Embedded & real-time systems,63,18451,50,14.5
461,University of Pennsylvania,Ungar,Lyle,1984,Massachusetts Institute of Technology,"Natural language processing,Machine learning & data mining",78,33017,46,13.7
461,University of Pennsylvania,Callison-Burch,Chris,2008,University of Edinburgh,Natural language processing,51,18727,44,14
461,University of Pennsylvania,Pappas,Chris,1998,University of California - Berkeley,Robotics,90,31885,43,11.1
461,University of Pennsylvania,Kannan,Sampath,1989,University of California - Berkeley,Algorithms & complexity,44,10242,39,12.4
461,University of Pennsylvania,Naik,Mayur,2008,Stanford University,Programming languages,31,7783,35,9.2
461,University of Pennsylvania,Pierce,Benjamin,1991,Carnegie Mellon University,Programming languages,65,20253,33,11.3
461,University of Pennsylvania,Nenkova,Ani,2006,Columbia University,Natural language processing,47,8616,30,11.4
461,University of Pennsylvania,Rabin,Tal,1994,Hebrew University,Cryptography,47,13712,30,9.9
461,University of Pennsylvania,Phan,Linh,2009,National University of Singapore,Embedded & real-time systems,23,1445,26,6.8
461,University of Pennsylvania,Haeberlen,Andreas,2009,Rice University,"Computer networks,Operating systems",36,5756,25,5.5
461,University of Pennsylvania,Jiang,Chenfanfu,2015,University of California - Los Angeles,Computer graphics,22,1374,23,4.1
461,University of Pennsylvania,Loo,Boon,2006,University of California - Berkeley,"Databases,Computer networks",41,8411,23,4.2
461,University of Pennsylvania,Badler,Norman,1975,University of Toronto,Computer graphics,72,20197,23,8.1
461,University of Pennsylvania,Zdancewic,Steve,2002,Cornell University,Programming languages,45,7181,21,6.5
461,University of Pennsylvania,Ives,Zachary,2002,University of Washington,Databases,39,12429,21,6
461,University of Pennsylvania,Devietti,Joseph,2012,University of Washington,Computer architecture,17,1854,20,4.6
461,University of Pennsylvania,De,Anindya,2013,University of California - Berkeley,Algorithms & complexity,17,852,20,8
461,University of Pennsylvania,Hassani,Seyed,,Ecole Polytechnique Fédérale de Lausanne,Machine learning & data mining,28,2079,19,5
461,University of Pennsylvania,Agarwal,Shivani,,,Machine learning & data mining,26,4112,19,7.7
461,University of Pennsylvania,Davidson,Susan,1982,Princeton University,Databases,47,10330,17,4.7
461,University of Pennsylvania,Tannen,Val,,,Databases,40,6899,16,6
461,University of Pennsylvania,Rakhlin,Alexander,,,Machine learning & data mining,,,16,6.4
461,University of Pennsylvania,Yatskar,Mark,,University of Washington,Natural language processing,15,1641,14,3.9
461,University of Pennsylvania,Liu,Vincent,2016,University of Washington,Computer networks,12,1473,13,3
461,University of Pennsylvania,Marcus,Mitchell,1978,Massachusetts Institute of Technology,Natural language processing,38,21405,12,4.2
461,University of Pennsylvania,Weirich,Stephanie,2002,Cornell University,Programming languages,33,4268,11,3.5
461,University of Pennsylvania,Watts,Duncan,1997,Cornell University,"Economics & computation,The Web & information retrieval",58,100234,11,3.2
461,University of Pennsylvania,Scedrov,Andre,,,,43,9029,11,3.2
461,University of Pennsylvania,Jayaraman,Dinesh,2017,University of Texas at Austin,Computer vision,15,1397,10,3.9
461,University of Pennsylvania,Gee,James,1996,University of Pennsylvania,Computer vision,71,31773,9,2.6
461,University of Pennsylvania,DeHon,André,1996,Massachusetts Institute of Technology,"Computer security,Programming languages",56,14186,9,3
461,University of Pennsylvania,Wang,Li-San,2003,University of Texas at Austin,,52,17361,8,2.5
461,University of Pennsylvania,Mangharam,Rahul,,Carnegie Mellon University,Embedded & real-time systems,36,5060,8,2.6
461,University of Pennsylvania,Angel,Sebastian,,University of Texas at Austin,"Computer security,Operating systems",7,758,8,2.3
461,University of Pennsylvania,Vohra,Rakesh,1985,University of Maryland - College Park,Economics & computation,39,7961,7,1.9
461,University of Pennsylvania,Sung,Cynthia,2016,Massachusetts Institute of Technology,Robotics,12,622,7,1.7
461,University of Pennsylvania,Gallier,Jean,1972,University of California - Los Angeles,,35,6564,6,2
461,University of Pennsylvania,Barash,Yoseph,2005,Hebrew University of Jerusalem,Comp. bio & bioinformatics,22,4307,5,1.6
461,University of Pennsylvania,Mintz,Max,,,Robotics,13,776,4,1.8
461,University of Pennsylvania,Posa,Michael,2017,Massachusetts Institute of Technology,Robotics,8,877,3,1.2
461,University of Pennsylvania,Liberman,Mark,1975,Massachusetts Institute of Technology,Natural language processing,45,16690,3,0.6
461,University of Pennsylvania,Baker,Ryan,2005,Carnegie Mellon University,,60,17539,3,1.4
461,University of Pennsylvania,Pratik,Chaudhari,2018,University of California - Los Angeles,Robotics,10,778,2,0.6
493,University of Texas at Austin,Stone,Peter,1998,Carnegie Mellon University,Artificial intelligence,82,29757,100,36.5
493,University of Texas at Austin,Mooney,Raymond,1988,University of Illinois at Urbana-Champaign,"Artificial intelligence,Natural language processing,Machine learning & data mining",86,37001,91,38.1
493,University of Texas at Austin,Waters,Brent,2004,Princeton University,Cryptography,78,49172,80,30.7
493,University of Texas at Austin,Pingali,Keshav,1986,Massachusetts Institute of Technology,"High-performance computing,Programming languages,Computer architecture",58,11030,49,15.5
493,University of Texas at Austin,Huang,Qixing,2012,Stanford University,"Computer vision,Computer graphics",37,6719,48,11.4
493,University of Texas at Austin,Mok,Aloysius,1983,Massachusetts Institute of Technology,Embedded & real-time systems,50,14235,47,16.4
493,University of Texas at Austin,Zuckerman,David,1991,University of California - Berkeley,Algorithms & complexity,38,7273,39,17.7
493,University of Texas at Austin,Qiu,Lili,2001,Cornell University,Mobile computing,57,14164,38,8.5
493,University of Texas at Austin,Dillig,Isil,2010,Stanford University,Programming languages,28,2850,37,10.4
493,University of Texas at Austin,Ballard,Dana,1974,University of California - Irvine,Artificial intelligence,67,43594,34,17
493,University of Texas at Austin,Chaudhuri,Swarat,2007,University of Pennsylvania,Programming languages,28,3674,34,10.4
493,University of Texas at Austin,Dimakis,Alexandros,2008,University of California - Berkeley,Machine learning & data mining,50,15210,34,8.8
493,University of Texas at Austin,Liu,Qiang,2015,University of California - Irvine,Machine learning & data mining,30,3092,31,10.8
493,University of Texas at Austin,Shacham,Hovav,2005,Stanford University,Computer security,46,26684,31,8.5
493,University of Texas at Austin,Witchel,Emmett,2004,Massachusetts Institute of Technology,"Operating systems,Computer architecture",37,7016,31,6.9
493,University of Texas at Austin,Durrett,Greg,2016,University of California - Berkeley,Natural language processing,16,1446,28,10.5
493,University of Texas at Austin,Zhang,Yin,2001,Cornell University,"Computer networks,Measurement & perf. analysis",97,53747,27,6
493,University of Texas at Austin,Price,Eric,2013,Massachusetts Institute of Technology,Algorithms & complexity,23,3602,27,10.5
493,University of Texas at Austin,Miikkulainen,Risto,1990,University of California - Los Angeles,"Artificial intelligence,Machine learning & data mining",65,20083,26,11
493,University of Texas at Austin,Emerson,Ernest,1981,Harvard University,Logic & verification,,,25,11
493,University of Texas at Austin,Niekum,Scott,2013,University of Massachusetts Amherst,Robotics,18,1209,25,8.9
493,University of Texas at Austin,Krähenbühl,Philipp,2014,Stanford University,Computer vision,28,11014,24,7.9
493,University of Texas at Austin,Klivans,Adam,2002,Massachusetts Institute of Technology,Algorithms & complexity,31,2897,23,8.1
493,University of Texas at Austin,Erk,Katrin,2002,Saarland University,Natural language processing,36,4302,22,9.8
493,University of Texas at Austin,Zhu,Yuke,2019,Stanford University,"Computer vision,Robotics",21,4443,21,4.4
493,University of Texas at Austin,Lin,Calvin,1992,University of Washington,Computer architecture,40,5783,20,7.8
493,University of Texas at Austin,Ramachandran,Vijaya,,Princeton University,,39,6095,20,9.5
493,University of Texas at Austin,Plaxton,C. Greg,1989,Stanford University,Algorithms & complexity,29,5414,19,9.4
493,University of Texas at Austin,Aaronson,Scott,2004,University of California - Berkeley,Algorithms & complexity,17,1733,18,11.6
493,University of Texas at Austin,Biswas,Joydeep,2014,Carnegie Mellon University,Robotics,23,2069,18,7.3
493,University of Texas at Austin,Lam,Simon,1974,University of California - Los Angeles,,52,13347,18,7.9
493,University of Texas at Austin,Rossbach,Christopher,2009,University of Texas at Austin,"Computer architecture,Operating systems",22,2561,18,3.4
493,University of Texas at Austin,Bajaj,Chandrajit,1984,Cornell University,"Machine learning & data mining,Computer vision",69,19047,17,5.8
493,University of Texas at Austin,Batory,Don,1980,University of Toronto,Software engineering,63,17325,17,5.7
493,University of Texas at Austin,Lifschitz,Vladimir,1969,Steklov Institute of Mathematics,Artificial intelligence,62,23699,15,8.8
493,University of Texas at Austin,Vouga,Etienne,,Columbia Computer Graphics Group,Computer graphics,18,1692,15,3.3
493,University of Texas at Austin,Peter,Simon,2012,Swiss Federal Institute of Technology Zurich,"Operating systems,Computer networks",35,9096,13,2.3
493,University of Texas at Austin,Fussell,Donald,1980,University of Texas at Dallas,Computer architecture,26,2685,12,4.7
493,University of Texas at Austin,Choi,Eunsol,2019,University of Washington,Natural language processing,15,1734,11,2.6
493,University of Texas at Austin,Porter,Bruce,,,Artificial intelligence,34,4694,10,3.9
493,University of Texas at Austin,Chidambaram,Vijay,2011,University of Wisconsin - Madison,Operating systems,14,1013,8,1.5
493,University of Texas at Austin,Gál,Anna,1995,University of Chicago,,11,570,8,4.2
493,University of Texas at Austin,Moshkovitz,Dana,2008,Weizmann Institute of Science,Algorithms & complexity,14,1075,8,4
493,University of Texas at Austin,Gouda,Mohamed,1977,University of Waterloo,Computer networks,3,40,7,2.7
493,University of Texas at Austin,Miranker,Daniel,1987,Columbia University,,29,3136,7,3
493,University of Texas at Austin,Cook,William,1989,Brown University,,34,7258,6,2.3
493,University of Texas at Austin,van de Geijn,Robert,1987,University of Maryland - College Park,High-performance computing,53,9725,6,1.7
493,University of Texas at Austin,Hunt Jr.,Warren,,,Logic & verification,29,2816,6,3.3
493,University of Texas at Austin,Moore,J,1973,University of Edinburgh,"Artificial intelligence,Logic & verification",46,13901,4,3
493,University of Texas at Austin,Boyer,Robert,,,Artificial intelligence,10,288,3,1.3
493,University of Texas at Austin,Huth,Alexander,,University of California - Berkeley,,17,2735,2,1
493,University of Texas at Austin,Novak,Gordon,1976,University of Texas at Austin,Artificial intelligence,14,759,2,1.5
493,University of Texas at Austin,Misra,Jayadev,1972,Johns Hopkins University,,42,14260,1,0.5
296,Tsinghua University,Linmi,Tao,,,,,,2,0.6
296,Tsinghua University,Zhiliang,Wang,,,,,,2,0.3
296,Tsinghua University,Jiangtao,Wen,1996,Tsinghua University,,32,4759,2,0.5
296,Tsinghua University,Lijie,Wen,2007,Tsinghua University,,24,3293,2,0.3
296,Tsinghua University,Xiaoping,Zhang,2008,Tsinghua University,Computer vision,,,2,0.4
296,Tsinghua University,Dan,Li,2007,Tsinghua University,,27,4098,1,0.1
296,Tsinghua University,Jia-guang,Sun,1970,Tsinghua University,,27,4431,1,0.1
296,Tsinghua University,Yu-ping,Wang,,,,7,174,1,0.2
296,Tsinghua University,Jun,Bi,1999,Tsinghua University,,33,5046,1,0.2
296,Tsinghua University,Weijun,Chen,,,,,,1,0.2
296,Tsinghua University,Keting,Jia,2010,Shandong University,,13,463,1,0.2
296,Tsinghua University,Chunping,Li,1999,Technical University Darmstadt,,6,141,1,0.3
296,Tsinghua University,Guiming,Luo,1992,Chinese Academy of Sciences,,6,690,1,0.2
296,Tsinghua University,Jiaxing,Song,2008,Tsinghua University,,11,378,1,0.2
296,Tsinghua University,Yixu,Song,2002,Chinese Academy of Sciences,,10,530,1,0.3
296,Tsinghua University,Xia,Yin,,,,13,739,1,0.2
296,Tsinghua University,Yaoxue,Zhang,1989,Tohoku University,,5,188,1,0.1
